Units: ENERGY (Kilo), interval
"Meter ID:" "Date" "Time" "Int.Len" "kWh-Del" "kVARh-Del" "kWh-Rec" "kVARh-Rec"
"            09644088" "01/08/18" "00:15" 15 0,196950000000000 0,030750000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "00:30" 15 0,760950000000000 0,085200000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "00:45" 15 0,763200000000000 0,083550000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "01:00" 15 0,764250000000000 0,084075000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "01:15" 15 0,764775000000000 0,084075000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "01:30" 15 0,765000000000000 0,082950000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "01:45" 15 0,764550000000000 0,082575000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "02:00" 15 0,764700000000000 0,083400000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "02:15" 15 0,764700000000000 0,083775000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "02:30" 15 0,764175000000000 0,082500000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "02:45" 15 0,766275000000000 0,082200000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "03:00" 15 0,766050000000000 0,081300000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "03:15" 15 0,765600000000000 0,081675000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "03:30" 15 0,765225000000000 0,080700000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "03:45" 15 0,764925000000000 0,079800000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "04:00" 15 0,765150000000000 0,080775000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "04:15" 15 0,765225000000000 0,080325000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "04:30" 15 0,764850000000000 0,079275000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "04:45" 15 0,763875000000000 0,079650000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "05:00" 15 0,763650000000000 0,078150000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "05:15" 15 0,763425000000000 0,077175000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "05:30" 15 0,763500000000000 0,077100000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "05:45" 15 0,763650000000000 0,076650000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "06:00" 15 0,763500000000000 0,076650000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "06:15" 15 0,763650000000000 0,076125000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "06:30" 15 0,763650000000000 0,077475000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "06:45" 15 0,763725000000000 0,078975000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "07:00" 15 0,764025000000000 0,079500000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "07:15" 15 0,763875000000000 0,079425000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "07:30" 15 0,763950000000000 0,079575000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "07:45" 15 0,764175000000000 0,079125000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "08:00" 15 0,763800000000000 0,078600000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "08:15" 15 0,763575000000000 0,078750000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "08:30" 15 0,763200000000000 0,078675000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "08:45" 15 0,763575000000000 0,078450000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "09:00" 15 0,768150000000000 0,079725000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "09:15" 15 0,770700000000000 0,080625000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "09:30" 15 0,770250000000000 0,080400000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "09:45" 15 0,770175000000000 0,080400000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "10:00" 15 0,770025000000000 0,080550000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "10:15" 15 0,770325000000000 0,080850000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "10:30" 15 0,770100000000000 0,079950000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "10:45" 15 0,770100000000000 0,079875000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "11:00" 15 0,769875000000000 0,079725000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "11:15" 15 0,770100000000000 0,079725000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "11:30" 15 0,770100000000000 0,079350000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "11:45" 15 0,770025000000000 0,079125000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "12:00" 15 0,770175000000000 0,079425000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "12:15" 15 0,770325000000000 0,080100000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "12:30" 15 0,770325000000000 0,080700000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "12:45" 15 0,770250000000000 0,081375000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "13:00" 15 0,770400000000000 0,080625000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "13:15" 15 0,770850000000000 0,081075000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "13:30" 15 0,770475000000000 0,080850000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "13:45" 15 0,770100000000000 0,080550000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "14:00" 15 0,770175000000000 0,080250000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "14:15" 15 0,769950000000000 0,079875000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "14:30" 15 0,769875000000000 0,080100000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "14:45" 15 0,770700000000000 0,080850000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "15:00" 15 0,770775000000000 0,081900000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "15:15" 15 0,771525000000000 0,082800000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "15:30" 15 0,771600000000000 0,082350000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "15:45" 15 0,772950000000000 0,080925000000000 0,000000000000000 0,000000000000000
"            09644088" "01/08/18" "16:00" 15 0,770325000000000 0,080175000000000 0,000000000000000 0,000000000000000
